ColorCombinationID,PrimaryColor,SecondaryColor,AccentColor,Mood,MoodIntensity,Description
2586,Black,Red,Silver,Neutral,5,Neutral tones provide balance without strong mood influence.
2587,Light Blue,Pink,Purple,Bold,9,"Strong contrasts create a bold, intense impression."
2588,Dark Blue,Beige,Brown,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
2589,Blue,Orange,Orange,Neutral,5,Neutral tones provide balance without strong mood influence.
2590,Orange,Beige,Light Blue,Happy,9,Bright colors like yellow are often linked to happiness.
2591,Yellow,Purple,Purple,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
2592,Pink,Pink,Silver,Happy,9,Bright colors like yellow are often linked to happiness.
2593,Black,Purple,Dark Blue,Bold,9,"Strong contrasts create a bold, intense impression."
2594,Purple,Green,Blue,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
2595,Dark Blue,Orange,Black,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
2596,Pink,Blue,Beige,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
2597,White,Black,Red,Happy,9,Bright colors like yellow are often linked to happiness.
2598,Dark Blue,Green,Light Blue,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
2599,White,White,Dark Blue,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
2600,Grey,Dark Blue,Silver,Bold,9,"Strong contrasts create a bold, intense impression."
2601,Beige,Light Blue,Silver,Energetic,7,Red is vibrant and associated with high energy.
2602,Black,Red,Green,Energetic,7,Red is vibrant and associated with high energy.
2603,Grey,Light Blue,Purple,Bold,9,"Strong contrasts create a bold, intense impression."
2604,Silver,Blue,Black,Energetic,7,Red is vibrant and associated with high energy.
2605,Black,Green,Silver,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
2606,Brown,Blue,Black,Happy,9,Bright colors like yellow are often linked to happiness.
2607,Beige,Grey,White,Energetic,7,Red is vibrant and associated with high energy.
2608,Dark Blue,Brown,Dark Blue,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
2609,White,Black,Grey,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
2610,Yellow,Black,Pink,Neutral,5,Neutral tones provide balance without strong mood influence.
2611,Beige,Beige,Blue,Neutral,5,Neutral tones provide balance without strong mood influence.
2612,Grey,Beige,Dark Blue,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
2613,Blue,Red,Pink,Energetic,7,Red is vibrant and associated with high energy.
2614,Black,Beige,Brown,Bold,9,"Strong contrasts create a bold, intense impression."
2615,Pink,Pink,Orange,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
2616,Green,Orange,Black,Neutral,5,Neutral tones provide balance without strong mood influence.
2617,Green,Purple,Purple,Calm,8,Cool colors promote calmness and relaxation.
2618,Orange,Black,Beige,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
2619,Blue,Light Blue,Grey,Happy,9,Bright colors like yellow are often linked to happiness.
2620,Black,Red,Purple,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
2621,Green,Blue,Grey,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
2622,Beige,Brown,Purple,Neutral,5,Neutral tones provide balance without strong mood influence.
2623,Blue,Yellow,Brown,Happy,9,Bright colors like yellow are often linked to happiness.
2624,Light Blue,Dark Blue,Silver,Happy,9,Bright colors like yellow are often linked to happiness.
2625,Red,Black,Beige,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
2626,White,Blue,Brown,Happy,9,Bright colors like yellow are often linked to happiness.
2627,Pink,Black,Yellow,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
2628,Beige,Brown,Black,Energetic,7,Red is vibrant and associated with high energy.
2629,Red,Light Blue,Beige,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
2630,Brown,Pink,White,Neutral,5,Neutral tones provide balance without strong mood influence.
2631,Yellow,Light Blue,Red,Calm,8,Cool colors promote calmness and relaxation.
2632,Brown,Grey,Brown,Bold,9,"Strong contrasts create a bold, intense impression."
2633,Light Blue,Beige,Beige,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
2634,Silver,Dark Blue,Red,Bold,9,"Strong contrasts create a bold, intense impression."
2635,Brown,Yellow,Beige,Calm,8,Cool colors promote calmness and relaxation.
2636,Pink,Grey,Red,Bold,9,"Strong contrasts create a bold, intense impression."
2637,Blue,Light Blue,Beige,Energetic,7,Red is vibrant and associated with high energy.
2638,Beige,Dark Blue,Silver,Calm,8,Cool colors promote calmness and relaxation.
2639,Grey,Green,Beige,Calm,8,Cool colors promote calmness and relaxation.
2640,Green,Dark Blue,Black,Bold,9,"Strong contrasts create a bold, intense impression."
2641,Light Blue,Black,Grey,Happy,9,Bright colors like yellow are often linked to happiness.
2642,Beige,Black,Purple,Energetic,7,Red is vibrant and associated with high energy.
2643,Orange,Light Blue,Pink,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
2644,Pink,Blue,Dark Blue,Calm,8,Cool colors promote calmness and relaxation.
2645,Beige,White,Yellow,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
2646,Purple,White,Blue,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
2647,Silver,Yellow,Green,Neutral,5,Neutral tones provide balance without strong mood influence.
2648,Red,Light Blue,Green,Bold,9,"Strong contrasts create a bold, intense impression."
2649,Brown,Light Blue,Purple,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
2650,Grey,Grey,Light Blue,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
2651,Silver,Yellow,White,Neutral,5,Neutral tones provide balance without strong mood influence.
2652,Yellow,Pink,Grey,Calm,8,Cool colors promote calmness and relaxation.
2653,Silver,Orange,Light Blue,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
2654,Red,Dark Blue,Purple,Energetic,7,Red is vibrant and associated with high energy.
2655,Brown,Purple,Dark Blue,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
2656,Pink,White,Orange,Calm,8,Cool colors promote calmness and relaxation.
2657,Dark Blue,Black,Green,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
2658,Yellow,White,Black,Energetic,7,Red is vibrant and associated with high energy.
2659,Beige,Red,Beige,Happy,9,Bright colors like yellow are often linked to happiness.
2660,Dark Blue,Beige,Green,Energetic,7,Red is vibrant and associated with high energy.
2661,Pink,Silver,Orange,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
2662,Green,Grey,Yellow,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
2663,Purple,Silver,Beige,Neutral,5,Neutral tones provide balance without strong mood influence.
2664,Purple,Dark Blue,Black,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
2665,Light Blue,Beige,Dark Blue,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
2666,Yellow,White,Dark Blue,Calm,8,Cool colors promote calmness and relaxation.
2667,Green,White,Silver,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
2668,Green,White,Silver,Happy,9,Bright colors like yellow are often linked to happiness.
2669,Yellow,Red,Silver,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
2670,Silver,Silver,White,Happy,9,Bright colors like yellow are often linked to happiness.
2671,Dark Blue,Brown,Blue,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
2672,Blue,Silver,Light Blue,Calm,8,Cool colors promote calmness and relaxation.
2673,Beige,Yellow,Black,Happy,9,Bright colors like yellow are often linked to happiness.
2674,Silver,Pink,Dark Blue,Neutral,5,Neutral tones provide balance without strong mood influence.
2675,Orange,Purple,Orange,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
2676,Pink,Yellow,Purple,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
2677,Orange,Light Blue,White,Calm,8,Cool colors promote calmness and relaxation.
2678,White,Silver,Dark Blue,Bold,9,"Strong contrasts create a bold, intense impression."
2679,Yellow,Brown,Yellow,Happy,9,Bright colors like yellow are often linked to happiness.
2680,Yellow,Red,White,Calm,8,Cool colors promote calmness and relaxation.
2681,Orange,Yellow,Green,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
2682,Beige,Orange,Beige,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
2683,Brown,Silver,Yellow,Neutral,5,Neutral tones provide balance without strong mood influence.
2684,Light Blue,Yellow,Yellow,Neutral,5,Neutral tones provide balance without strong mood influence.
2685,Green,Light Blue,Yellow,Energetic,7,Red is vibrant and associated with high energy.
2686,White,Dark Blue,Light Blue,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
2687,Grey,White,Red,Bold,9,"Strong contrasts create a bold, intense impression."
2688,Red,Silver,Purple,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
2689,Beige,Beige,Grey,Calm,8,Cool colors promote calmness and relaxation.
2690,Green,Silver,Yellow,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
2691,White,Orange,Pink,Energetic,7,Red is vibrant and associated with high energy.
2692,Beige,Dark Blue,Blue,Bold,9,"Strong contrasts create a bold, intense impression."
2693,White,Dark Blue,Dark Blue,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
2694,Yellow,Light Blue,Silver,Bold,9,"Strong contrasts create a bold, intense impression."
2695,Pink,Black,Blue,Bold,9,"Strong contrasts create a bold, intense impression."
2696,Dark Blue,Black,Beige,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
2697,Dark Blue,Pink,Yellow,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
2698,Brown,Silver,Light Blue,Neutral,5,Neutral tones provide balance without strong mood influence.
2699,White,Purple,Dark Blue,Bold,9,"Strong contrasts create a bold, intense impression."
2700,Light Blue,Light Blue,Beige,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
2701,Orange,Light Blue,Purple,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
2702,Red,Beige,Green,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
2703,Purple,White,White,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
2704,Dark Blue,Purple,Brown,Bold,9,"Strong contrasts create a bold, intense impression."
2705,Black,Dark Blue,Dark Blue,Neutral,5,Neutral tones provide balance without strong mood influence.
2706,Purple,Beige,White,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
2707,Green,White,Green,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
2708,White,Blue,Silver,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
2709,Beige,Green,Red,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
2710,White,Blue,Red,Bold,9,"Strong contrasts create a bold, intense impression."
2711,Light Blue,Dark Blue,Yellow,Energetic,7,Red is vibrant and associated with high energy.
2712,Purple,Yellow,Light Blue,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
2713,Orange,Light Blue,Green,Happy,9,Bright colors like yellow are often linked to happiness.
2714,Orange,Dark Blue,Yellow,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
2715,Black,Orange,Yellow,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
2716,Green,Yellow,Green,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
2717,Beige,Black,Light Blue,Bold,9,"Strong contrasts create a bold, intense impression."
2718,Purple,Red,Purple,Calm,8,Cool colors promote calmness and relaxation.
2719,Light Blue,Black,Black,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
2720,Grey,Beige,Beige,Calm,8,Cool colors promote calmness and relaxation.
2721,Beige,White,White,Bold,9,"Strong contrasts create a bold, intense impression."
2722,Pink,Pink,Dark Blue,Neutral,5,Neutral tones provide balance without strong mood influence.
2723,White,Red,Brown,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
2724,White,Pink,White,Energetic,7,Red is vibrant and associated with high energy.
2725,Green,Green,Beige,Happy,9,Bright colors like yellow are often linked to happiness.
2726,Dark Blue,Beige,Red,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
2727,Red,Silver,Black,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
2728,Blue,Grey,Dark Blue,Energetic,7,Red is vibrant and associated with high energy.
2729,Light Blue,Orange,White,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
2730,Light Blue,Light Blue,Green,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
2731,Brown,Red,Purple,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
2732,Light Blue,Silver,Orange,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
2733,Silver,Brown,Dark Blue,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
2734,Yellow,Beige,Purple,Energetic,7,Red is vibrant and associated with high energy.
2735,Yellow,Beige,Purple,Bold,9,"Strong contrasts create a bold, intense impression."
2736,Brown,Silver,Brown,Energetic,7,Red is vibrant and associated with high energy.
2737,Purple,White,Purple,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
2738,Pink,Yellow,Beige,Bold,9,"Strong contrasts create a bold, intense impression."
2739,Orange,Grey,Purple,Energetic,7,Red is vibrant and associated with high energy.
2740,Silver,Red,Beige,Bold,9,"Strong contrasts create a bold, intense impression."
2741,Light Blue,Red,Grey,Happy,9,Bright colors like yellow are often linked to happiness.
2742,Black,Dark Blue,Black,Energetic,7,Red is vibrant and associated with high energy.
2743,Purple,Brown,Blue,Neutral,5,Neutral tones provide balance without strong mood influence.
2744,Light Blue,Purple,Grey,Energetic,7,Red is vibrant and associated with high energy.
2745,Silver,Light Blue,Beige,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
2746,Pink,Brown,Grey,Neutral,5,Neutral tones provide balance without strong mood influence.
2747,Pink,Green,Red,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
2748,Green,Pink,Brown,Neutral,5,Neutral tones provide balance without strong mood influence.
2749,Beige,Yellow,Beige,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
2750,Silver,Red,Dark Blue,Calm,8,Cool colors promote calmness and relaxation.
2751,Silver,Dark Blue,Green,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
2752,Red,Pink,Dark Blue,Happy,9,Bright colors like yellow are often linked to happiness.
2753,Blue,Black,Blue,Happy,9,Bright colors like yellow are often linked to happiness.
2754,Red,Purple,Light Blue,Neutral,5,Neutral tones provide balance without strong mood influence.
2755,Black,Orange,Purple,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
